PurchaseID,PurchaseTimestamp,PurchaseDate,Auction,VehYear,Make,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,MMRCurrentRetailRatio,PRIMEUNIT,AUCGUART,VNST,VehBCost,IsOnlineSale,WarrantyCost,ForSale,IsBadBuy
109,1255996800,20/10/2009 10:00,OTHER,2008,CHEVROLET,BLUE,AUTO,1,Alloy,44908,AMERICAN,COMPACT,GM,7394,8164,8486,9317,6751,7325,10156,10942,0.928166697,?,?,NV,6500,0,623,Yes,0
110,1255996800,20/10/2009 10:00,OTHER,2008,CHEVROLET,BLUE,AUTO,1,Alloy,44083,AMERICAN,COMPACT,GM,6560,7125,7585,8195,5833,6329,9484,10064,0.942368839,?,?,NV,6000,0,623,Yes,0
111,1255996800,20/10/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,1,Alloy,46318,AMERICAN,MEDIUM,CHRYSLER,8484,9232,9663,10471,8861,9836,12161,12980,0.936902928,?,?,NV,8000,0,834,Yes,0
112,1256515200,26/10/2009 10:00,OTHER,2008,CHRYSLER,RED,AUTO,2,Covers,41689,AMERICAN,MEDIUM,CHRYSLER,6737,7214,7776,8291,7153,7689,10223,10807,0.945960951,?,?,TX,6500,-1,975,Yes,0
113,1256515200,26/10/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,43644,AMERICAN,MEDIUM,CHRYSLER,7892,8668,9023,9861,7608,8484,11640,12308,0.945726357,?,?,TX,8100,0,834,Yes,0
114,1256515200,26/10/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,44036,AMERICAN,MEDIUM,CHRYSLER,7892,8668,9023,9861,7608,8484,11640,12308,0.945726357,?,?,TX,8100,0,834,Yes,0
115,1256515200,26/10/2009 10:00,OTHER,2008,CHRYSLER,BLUE,AUTO,2,Covers,43540,AMERICAN,MEDIUM,CHRYSLER,6737,7214,7776,8291,6730,7324,9926,10599,0.936503444,?,?,TX,6500,0,975,Yes,0
116,1256515200,26/10/2009 10:00,OTHER,2008,CHEVROLET,RED,AUTO,2,Covers,46321,AMERICAN,MEDIUM,GM,8556,9559,9740,10824,9042,10163,12724,14305,0.889479203,?,?,TX,8200,0,623,Yes,0
117,1256515200,26/10/2009 10:00,OTHER,2008,CHRYSLER,BLUE,AUTO,2,Covers,42694,AMERICAN,MEDIUM,CHRYSLER,6737,7214,7776,8291,6366,6963,10515,11501,0.914268324,?,?,TX,6500,0,975,Yes,0
118,1259020800,24/11/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,44084,AMERICAN,MEDIUM,CHRYSLER,7955,8517,9091,9698,8476,9108,11614,13591,0.85453609,?,?,CA,7450,0,834,Yes,0
119,1259020800,24/11/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,47811,AMERICAN,MEDIUM,CHRYSLER,7760,8497,8881,9677,7910,8503,11623,12118,0.959151675,?,?,CA,7450,0,834,Yes,0
120,1259020800,24/11/2009 10:00,OTHER,2008,DODGE,GREY,AUTO,2,Covers,49454,AMERICAN,MEDIUM,CHRYSLER,7760,8497,8881,9677,7910,8503,11623,12118,0.959151675,?,?,CA,7350,0,834,Yes,0
121,1259020800,24/11/2009 10:00,OTHER,2008,CHRYSLER,GOLD,AUTO,2,Covers,49884,AMERICAN,MEDIUM,CHRYSLER,7955,8517,9091,9698,8033,8669,11710,12387,0.945345927,?,?,CA,7450,0,834,Yes,0
122,1259107200,25/11/2009 10:00,OTHER,2008,CHRYSLER,RED,AUTO,2,Covers,44824,AMERICAN,MEDIUM,CHRYSLER,6488,6998,7507,8058,7282,7917,10382,10949,0.948214449,?,?,CO,6200,0,975,Yes,0
123,1259539200,30/11/2009 10:00,OTHER,2006,CHEVROLET,WHITE,AUTO,1,Alloy,67508,AMERICAN,MEDIUM SUV,GM,8444,10259,9620,11580,8849,10675,13217,15040,0.878789894,?,?,FL,8000,0,1020,Yes,0
124,1259539200,30/11/2009 10:00,OTHER,2008,CHEVROLET,RED,AUTO,2,Covers,55089,AMERICAN,COMPACT,GM,5925,6413,6899,7426,6211,6799,9424,10305,0.914507521,?,?,NC,5700,0,671,Yes,0
125,1259539200,30/11/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,51380,AMERICAN,MEDIUM,CHRYSLER,6854,7331,7902,8417,6967,7560,10921,11542,0.9461965,?,?,NC,6700,0,754,Yes,0
126,1259539200,30/11/2009 10:00,OTHER,2008,PONTIAC,BLACK,AUTO,1,Alloy,56501,AMERICAN,LARGE,GM,8823,9745,10029,11025,9366,10600,12950,14396,0.899555432,?,?,NC,8000,0,1500,Yes,0
127,1259539200,30/11/2009 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,49602,AMERICAN,MEDIUM,CHRYSLER,6854,7331,7902,8417,6967,7560,10921,11542,0.9461965,?,?,NC,6700,0,693,Yes,0
128,1259539200,30/11/2009 10:00,OTHER,2007,CHEVROLET,WHITE,AUTO,2,Covers,84068,AMERICAN,VAN,GM,6875,8173,7925,9327,5717,6520,9179,10469,0.876779062,?,?,FL,6000,0,2282,Yes,0
129,1259539200,30/11/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,46364,AMERICAN,MEDIUM,CHRYSLER,6539,7082,7562,8149,6730,7324,9926,10599,0.936503444,?,?,TX,6300,0,975,Yes,0
130,1259539200,30/11/2009 10:00,OTHER,2008,CHRYSLER,BLACK,AUTO,2,Covers,46506,AMERICAN,MEDIUM,CHRYSLER,6539,7082,7562,8149,7169,7851,10281,10890,0.944077135,?,?,TX,6300,0,975,Yes,0
131,1259539200,30/11/2009 10:00,OTHER,2008,MITSUBISHI,SILVER,AUTO,1,Alloy,59226,OTHER ASIAN,MEDIUM,OTHER,8429,9114,9603,10343,8621,9526,12634,14744,0.856890939,?,?,NC,7500,0,505,Yes,0
132,1259539200,30/11/2009 10:00,OTHER,2008,SATURN,BLACK,AUTO,1,Alloy,50158,AMERICAN,MEDIUM,GM,9119,10014,10349,11315,9999,11331,13633,15005,0.908563812,?,?,NC,8500,0,1003,Yes,0
133,1259539200,30/11/2009 10:00,OTHER,2006,FORD,WHITE,AUTO,2,Covers,77624,AMERICAN,MEDIUM,FORD,3819,4982,4625,5881,4119,5312,7976,9327,0.85515171,?,?,FL,3300,0,920,Yes,0
134,1259539200,30/11/2009 10:00,OTHER,2008,MAZDA,SILVER,AUTO,1,Alloy,59523,OTHER ASIAN,MEDIUM,OTHER,9538,10390,10801,11721,9375,10183,13261,14146,0.937438145,?,?,NC,8000,0,1003,Yes,0
135,1259539200,30/11/2009 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,2,Covers,46055,AMERICAN,MEDIUM,CHRYSLER,6539,7082,7562,8149,6730,7324,9926,10599,0.936503444,?,?,TX,6300,0,975,Yes,0
136,1259539200,30/11/2009 10:00,OTHER,2008,CHEVROLET,GREY,AUTO,1,Alloy,52044,AMERICAN,MEDIUM,GM,7341,8344,8428,9512,6957,8152,10929,12307,0.888031202,?,?,NC,7800,0,671,Yes,0
137,1259539200,30/11/2009 10:00,OTHER,2008,DODGE,BEIGE,AUTO,2,Covers,60861,AMERICAN,MEDIUM,CHRYSLER,6854,7331,7902,8417,6967,7560,10921,11542,0.9461965,?,?,NC,6400,0,825,Yes,0
138,1259884800,4/12/2009 10:00,OTHER,2008,CHRYSLER,BLACK,AUTO,2,Covers,38119,AMERICAN,MEDIUM,CHRYSLER,7900,8527,11272,12110,8033,8669,11710,12387,0.945345927,?,?,TX,7700,0,762,Yes,0
139,1259884800,4/12/2009 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,2,Covers,43184,AMERICAN,MEDIUM,CHRYSLER,7900,8527,11272,12110,8652,9237,12248,12956,0.945353504,?,?,TX,7700,0,834,Yes,0
140,1259884800,4/12/2009 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,2,Covers,39961,AMERICAN,MEDIUM,CHRYSLER,7900,8527,11272,12110,8033,8669,11710,12387,0.945345927,?,?,TX,7700,0,762,Yes,0
141,1259884800,4/12/2009 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,2,Covers,54146,AMERICAN,MEDIUM,CHRYSLER,7900,8527,11272,12110,7794,8631,11794,12528,0.941411239,?,?,TX,7700,0,920,Yes,0
142,1259884800,4/12/2009 10:00,OTHER,2008,CHRYSLER,RED,AUTO,?,?,36119,AMERICAN,MEDIUM,CHRYSLER,7900,8527,11272,12110,7806,8419,11432,12248,0.933376878,?,?,TX,7700,0,762,Yes,1
143,1259884800,4/12/2009 10:00,OTHER,2008,CHRYSLER,BLACK,AUTO,2,Covers,43575,AMERICAN,MEDIUM,CHRYSLER,7900,8527,11272,12110,8033,8669,11710,12387,0.945345927,?,?,TX,7700,0,834,Yes,0
144,1259884800,4/12/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,46459,AMERICAN,MEDIUM,CHRYSLER,7900,8527,11272,12110,8033,8669,11710,12387,0.945345927,?,?,TX,7700,0,834,Yes,0
145,1260144000,7/12/2009 10:00,OTHER,2005,BUICK,GOLD,AUTO,1,Alloy,74720,AMERICAN,MEDIUM SUV,GM,6645,7984,10730,12108,6521,8123,10284,11859,0.867189476,?,?,FL,8000,0,3667,Yes,0
146,1260144000,7/12/2009 10:00,OTHER,2006,JEEP,GREY,AUTO,1,Alloy,76500,AMERICAN,LARGE SUV,CHRYSLER,11970,13364,15779,17264,12032,13541,16295,17921,0.909268456,?,?,FL,10000,0,1740,Yes,0
147,1260489600,11/12/2009 10:00,OTHER,2008,KIA,RED,AUTO,1,Alloy,45128,OTHER ASIAN,CROSSOVER,OTHER,7805,8272,11626,12322,8374,8961,11824,12653,0.934481941,?,?,TX,7500,0,623,Yes,0
148,1260489600,11/12/2009 10:00,OTHER,2008,KIA,SILVER,AUTO,1,Alloy,42411,OTHER ASIAN,CROSSOVER,OTHER,7805,8272,11626,12322,7805,8272,11626,12322,0.943515663,?,?,TX,7500,0,623,Yes,0
149,1260489600,11/12/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,44055,AMERICAN,MEDIUM,CHRYSLER,7827,8459,11175,12019,8652,9237,12248,12956,0.945353504,?,?,TX,7700,0,834,Yes,0
150,1260489600,11/12/2009 10:00,OTHER,2008,CHEVROLET,WHITE,AUTO,2,Covers,41000,AMERICAN,COMPACT,GM,5857,6353,9512,10092,6121,6567,9540,10107,0.943900267,?,?,TX,5500,0,623,Yes,0
151,1260489600,11/12/2009 10:00,OTHER,2007,CHEVROLET,SILVER,AUTO,2,Covers,43959,AMERICAN,COMPACT,GM,4688,5655,8238,9309,4858,5730,8702,10264,0.847817615,?,?,TX,5000,0,623,Yes,0
152,1260489600,11/12/2009 10:00,OTHER,2008,CHEVROLET,WHITE,AUTO,1,Alloy,41784,AMERICAN,COMPACT,GM,6852,7206,10675,11089,6852,7206,10675,11089,0.962665705,?,?,TX,5500,0,623,Yes,0
153,1260489600,11/12/2009 10:00,OTHER,2008,CHRYSLER,BLACK,AUTO,2,Covers,50174,AMERICAN,MEDIUM,CHRYSLER,7827,8459,11175,12019,8961,9542,12100,12840,0.942367601,?,?,TX,7700,0,920,Yes,0
154,1260489600,11/12/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,41845,AMERICAN,MEDIUM,CHRYSLER,6400,6946,9652,10058,7282,7917,10382,10949,0.948214449,?,?,TX,6300,0,975,Yes,0
155,1260489600,11/12/2009 10:00,OTHER,2008,CHRYSLER,WHITE,AUTO,2,Covers,35084,AMERICAN,MEDIUM,CHRYSLER,6400,6946,9652,10058,6656,7217,9947,10437,0.953051643,?,?,TX,6300,0,882,Yes,0
156,1260748800,14/12/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,44245,AMERICAN,MEDIUM,CHRYSLER,7841,8584,11834,12542,7608,8484,11640,12308,0.945726357,?,?,TX,7700,0,834,Yes,0
157,1260748800,14/12/2009 10:00,OTHER,2008,CHRYSLER,BLACK,AUTO,2,Covers,41126,AMERICAN,MEDIUM,CHRYSLER,6373,6908,9632,10030,7282,7917,10382,10949,0.948214449,?,?,TX,6300,0,975,Yes,0
158,1260748800,14/12/2009 10:00,OTHER,2008,KIA,BLUE,AUTO,1,Alloy,44534,OTHER ASIAN,CROSSOVER,OTHER,7818,8304,11645,12369,8758,9226,12074,12525,0.963992016,?,?,TX,7500,0,623,Yes,0
159,1260748800,14/12/2009 10:00,OTHER,2007,DODGE,BLACK,AUTO,1,Alloy,74188,AMERICAN,VAN,CHRYSLER,10843,13757,14527,17539,12034,14394,17033,20374,0.836016492,?,?,FL,7800,0,1623,Yes,0
160,1260748800,14/12/2009 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,50664,AMERICAN,MEDIUM,CHRYSLER,7841,8584,11834,12542,7841,8584,11834,12542,0.943549673,?,?,TX,7700,0,920,Yes,1
161,1260748800,14/12/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,45020,AMERICAN,MEDIUM,CHRYSLER,7841,8584,11834,12542,8676,9530,12186,13031,0.935154631,?,?,TX,7700,0,834,Yes,0
162,1260748800,14/12/2009 10:00,OTHER,2007,DODGE,BLUE,AUTO,1,Alloy,80800,AMERICAN,VAN,CHRYSLER,10843,13757,14527,17539,11689,14222,15773,18357,0.859236259,?,?,FL,7600,0,1763,Yes,0
163,1260748800,14/12/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,45523,AMERICAN,MEDIUM,CHRYSLER,7545,8346,11552,12315,8313,9141,11957,12516,0.955337168,?,?,TX,7700,0,834,Yes,0
164,1260748800,14/12/2009 10:00,OTHER,2008,DODGE,BLUE,AUTO,2,Covers,47655,AMERICAN,MEDIUM,CHRYSLER,7841,8584,11834,12542,9020,9897,12565,13339,0.941974661,?,?,TX,7700,0,834,Yes,0
165,1260748800,14/12/2009 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,47165,AMERICAN,MEDIUM,CHRYSLER,7841,8584,11834,12542,8018,8991,11713,12526,0.935095002,?,?,TX,7700,0,834,Yes,0
166,1260748800,14/12/2009 10:00,OTHER,2008,KIA,WHITE,AUTO,2,Covers,36786,OTHER ASIAN,MEDIUM,OTHER,6844,7406,10549,11120,6896,7530,11017,12030,0.915793849,?,?,TX,6300,0,462,Yes,0
167,1260748800,14/12/2009 10:00,OTHER,2008,KIA,BLUE,AUTO,2,Covers,42209,OTHER ASIAN,MEDIUM,OTHER,6844,7406,10549,11120,7530,8047,10608,11336,0.935779817,?,?,TX,6300,0,482,Yes,0
168,1260748800,14/12/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,42450,AMERICAN,MEDIUM,CHRYSLER,6373,6908,9632,10030,7282,7917,10382,10949,0.948214449,?,?,TX,6300,0,975,Yes,0
169,1260748800,14/12/2009 10:00,OTHER,2008,KIA,BLACK,AUTO,1,Alloy,44303,OTHER ASIAN,CROSSOVER,OTHER,7818,8304,11645,12369,8242,8824,11698,12524,0.93404663,?,?,TX,7500,0,623,Yes,0
170,1260748800,14/12/2009 10:00,OTHER,2008,CHRYSLER,BLUE,AUTO,2,Covers,41004,AMERICAN,MEDIUM,CHRYSLER,6373,6908,9632,10030,7477,7987,10458,10960,0.95419708,?,?,TX,6300,0,975,Yes,0
171,1260748800,14/12/2009 10:00,OTHER,2008,CHRYSLER,RED,AUTO,2,Covers,40170,AMERICAN,MEDIUM,CHRYSLER,6373,6908,9632,10030,7018,7703,10398,11023,0.943300372,?,?,TX,6300,0,975,Yes,0
172,1260835200,15/12/2009 10:00,OTHER,2008,PONTIAC,GREY,AUTO,1,Alloy,52488,AMERICAN,MEDIUM,GM,8821,9449,13024,13951,9605,10407,13175,13921,0.946411896,?,?,NC,8000,0,1003,Yes,0
173,1260835200,15/12/2009 10:00,OTHER,2008,CHRYSLER,RED,AUTO,2,Covers,46513,AMERICAN,MEDIUM,CHRYSLER,6373,6908,9632,10030,6730,7324,9926,10599,0.936503444,?,?,TX,6300,0,975,Yes,0
174,1260835200,15/12/2009 10:00,OTHER,2008,PONTIAC,SILVER,AUTO,1,Alloy,49947,AMERICAN,MEDIUM,GM,8821,9449,13024,13951,9605,10407,13175,13921,0.946411896,?,?,NC,8200,0,905,Yes,0
175,1260835200,15/12/2009 10:00,OTHER,2008,DODGE,WHITE,AUTO,2,Covers,49335,AMERICAN,MEDIUM,CHRYSLER,6950,7481,11222,11721,6967,7560,10921,11542,0.9461965,?,?,NC,7200,0,693,Yes,0
176,1260835200,15/12/2009 10:00,OTHER,2008,DODGE,GREY,AUTO,1,Alloy,44344,AMERICAN,MEDIUM,CHRYSLER,9228,10460,13155,14329,9647,10961,13121,14098,0.93069939,?,?,TX,7700,0,834,Yes,0
177,1260835200,15/12/2009 10:00,OTHER,2008,CHRYSLER,BLACK,AUTO,2,Covers,42279,AMERICAN,MEDIUM,CHRYSLER,6373,6908,9632,10030,6730,7324,9926,10599,0.936503444,?,?,TX,6300,0,975,Yes,0
178,1260835200,15/12/2009 10:00,OTHER,2008,CHRYSLER,BLUE,AUTO,2,Covers,43830,AMERICAN,MEDIUM,CHRYSLER,6373,6908,9632,10030,6656,7217,9947,10437,0.953051643,?,?,TX,6300,0,975,Yes,0
179,1260921600,16/12/2009 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,51849,AMERICAN,MEDIUM,CHRYSLER,7782,8530,11778,12490,8018,8991,11713,12526,0.935095002,?,?,NM,7500,0,920,Yes,0
180,1260921600,16/12/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,49909,AMERICAN,MEDIUM,CHRYSLER,7782,8530,11778,12490,8018,8991,11713,12526,0.935095002,?,?,NM,7500,0,834,Yes,0
181,1261008000,17/12/2009 10:00,OTHER,2008,SUZUKI,GREY,AUTO,1,Alloy,58173,OTHER ASIAN,COMPACT,OTHER,7898,8910,12058,12893,8559,9471,11717,12437,0.942108225,?,?,NC,7400,0,505,Yes,0
182,1261008000,17/12/2009 10:00,OTHER,2008,CHRYSLER,BEIGE,AUTO,2,Covers,49762,AMERICAN,MEDIUM,CHRYSLER,6347,6889,9613,10015,6656,7217,9947,10437,0.953051643,?,?,NC,6200,0,975,Yes,0
183,1261008000,17/12/2009 10:00,OTHER,2007,NISSAN,RED,AUTO,2,Covers,58092,TOP LINE ASIAN,COMPACT,OTHER,7436,8297,11364,12367,7782,8714,11792,13012,0.906240393,?,?,NC,7200,0,505,Yes,0
184,1261008000,17/12/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,65677,AMERICAN,MEDIUM,CHRYSLER,7755,8381,11365,12197,8881,9497,12577,13109,0.959417194,?,?,NC,6700,0,1020,Yes,0
185,1261008000,17/12/2009 10:00,OTHER,2008,CHEVROLET,SILVER,AUTO,2,Covers,49370,AMERICAN,MEDIUM,GM,7024,8244,11317,12464,8055,8986,11880,13007,0.913354348,?,?,NC,7200,0,623,Yes,0
186,1261008000,17/12/2009 10:00,OTHER,2007,MAZDA,SILVER,AUTO,2,Covers,58866,OTHER ASIAN,MEDIUM,OTHER,9014,10622,13617,14911,9731,11398,13320,14903,0.893779776,?,?,NC,7000,0,837,Yes,0
187,1261008000,17/12/2009 10:00,OTHER,2008,CHEVROLET,SILVER,AUTO,2,Covers,49208,AMERICAN,COMPACT,GM,5817,6251,9465,9972,6462,6964,9652,10593,0.911167752,?,?,NC,5700,0,623,Yes,0
188,1261008000,17/12/2009 10:00,OTHER,2008,PONTIAC,WHITE,AUTO,1,Alloy,64100,AMERICAN,MEDIUM,GM,8813,9432,13012,13926,9641,10378,13387,14176,0.944342551,?,?,NC,7700,0,1118,Yes,0
189,1261094400,18/12/2009 10:00,OTHER,2008,CHRYSLER,RED,AUTO,2,Covers,36651,AMERICAN,MEDIUM,CHRYSLER,6350,6904,9615,10027,7018,7703,10398,11023,0.943300372,?,?,TX,6300,0,882,Yes,0
190,1261094400,18/12/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,49789,AMERICAN,MEDIUM,CHRYSLER,7684,8299,11270,12088,8033,8669,11710,12387,0.945345927,?,?,TX,7700,0,834,Yes,0
191,1261094400,18/12/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,40240,AMERICAN,MEDIUM,CHRYSLER,7697,8423,11697,12388,8018,8991,11713,12526,0.935095002,?,?,TX,7700,0,834,Yes,0
192,1261094400,18/12/2009 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,42530,AMERICAN,MEDIUM,CHRYSLER,7697,8423,11697,12388,8018,8991,11713,12526,0.935095002,?,?,TX,7700,0,834,Yes,0
193,1261094400,18/12/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,42976,AMERICAN,MEDIUM,CHRYSLER,7684,8299,11270,12088,8033,8669,11710,12387,0.945345927,?,?,TX,7700,0,834,Yes,0
194,1261094400,18/12/2009 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,40201,AMERICAN,MEDIUM,CHRYSLER,7697,8423,11697,12388,7965,8884,11871,12554,0.945595029,?,?,TX,7700,0,834,Yes,0
195,1261094400,18/12/2009 10:00,OTHER,2008,CHRYSLER,BLACK,AUTO,2,Covers,37926,AMERICAN,MEDIUM,CHRYSLER,6350,6904,9615,10027,7169,7851,10281,10890,0.944077135,?,?,TX,6300,0,882,Yes,0
196,1261094400,18/12/2009 10:00,OTHER,2008,CHRYSLER,BLACK,AUTO,2,Covers,43652,AMERICAN,MEDIUM,CHRYSLER,7684,8299,11270,12088,8033,8669,11710,12387,0.945345927,?,?,TX,7700,0,834,Yes,0
197,1261094400,18/12/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,39980,AMERICAN,MEDIUM,CHRYSLER,6350,6904,9615,10027,7469,7938,10533,11003,0.957284377,?,?,TX,6300,0,882,Yes,0
198,1261353600,21/12/2009 10:00,OTHER,2008,DODGE,RED,AUTO,2,Covers,58932,AMERICAN,SPECIALTY,CHRYSLER,9477,10433,13207,14011,9719,10822,13367,14222,0.939881873,?,?,NC,9500,0,1086,Yes,0
199,1261353600,21/12/2009 10:00,OTHER,2008,KIA,BLUE,AUTO,2,Covers,58726,OTHER ASIAN,MEDIUM,OTHER,6803,7308,10504,11283,7076,7982,10802,12186,0.886427047,?,?,NC,6200,0,505,Yes,0
200,1261353600,21/12/2009 10:00,OTHER,2007,CHEVROLET,SILVER,AUTO,2,Covers,94275,AMERICAN,MEDIUM,GM,6370,7716,9525,11537,6505,7993,10161,11855,0.857106706,?,?,CA,5000,0,1485,Yes,0
201,1261353600,21/12/2009 10:00,OTHER,2007,CHEVROLET,SILVER,AUTO,2,Covers,61903,AMERICAN,LARGE,GM,7786,9131,11245,13027,7612,8962,12070,13469,0.896131858,?,?,FL,7800,0,1703,Yes,0
202,1261353600,21/12/2009 10:00,OTHER,2003,FORD,SILVER,AUTO,1,Alloy,79864,AMERICAN,MEDIUM,FORD,2757,4010,5457,6973,2707,3794,5519,6851,0.805575828,?,?,CA,3200,0,1220,Yes,0
203,1261353600,21/12/2009 10:00,OTHER,2007,CHEVROLET,WHITE,AUTO,2,Covers,83220,AMERICAN,VAN,GM,6442,7670,10826,12106,5783,6846,9460,10750,0.88,?,?,FL,6500,0,2282,Yes,0
204,1261353600,21/12/2009 10:00,OTHER,2006,FORD,WHITE,AUTO,2,Covers,84057,AMERICAN,MEDIUM,FORD,4175,5299,7565,9054,4152,5217,7692,8689,0.885257222,?,?,CA,3900,0,983,Yes,0
205,1261353600,21/12/2009 10:00,OTHER,2008,DODGE,ORANGE,AUTO,2,Covers,48641,AMERICAN,MEDIUM,CHRYSLER,6893,7413,10935,11495,6967,7560,10921,11542,0.9461965,?,?,NC,7000,0,693,Yes,0
206,1261353600,21/12/2009 10:00,OTHER,2006,FORD,WHITE,AUTO,?,?,73927,AMERICAN,SMALL TRUCK,FORD,7617,9547,11501,13592,7617,9547,11501,13592,0.846159506,?,?,CA,4500,0,569,Yes,1
207,1261353600,21/12/2009 10:00,OTHER,2004,FORD,WHITE,AUTO,2,Covers,57192,AMERICAN,COMPACT,FORD,3392,4407,6820,8167,2897,3802,6112,7097,0.861208962,?,?,CA,4000,0,920,Yes,0
208,1261353600,21/12/2009 10:00,OTHER,2006,CHEVROLET,WHITE,AUTO,1,Alloy,81220,AMERICAN,SMALL TRUCK,GM,9261,11062,13963,15103,10425,12773,14351,16618,0.863581658,?,?,FL,8000,0,853,Yes,0
209,1262131200,30/12/2009 10:00,OTHER,2008,CHEVROLET,GREY,AUTO,2,Covers,49136,AMERICAN,COMPACT,GM,5754,6319,9559,10688,6747,7329,9969,10775,0.925197216,?,?,NC,5800,0,623,Yes,0
210,1262131200,30/12/2009 10:00,OTHER,2008,CHEVROLET,RED,AUTO,2,Covers,49159,AMERICAN,COMPACT,GM,5754,6319,9559,10688,6430,6986,9752,10585,0.921303732,?,?,NC,5800,0,623,Yes,0
211,1262131200,30/12/2009 10:00,OTHER,2008,CHEVROLET,SILVER,AUTO,2,Covers,49892,AMERICAN,COMPACT,GM,6695,7274,9752,10814,7278,7947,10384,11239,0.923925616,?,?,NC,6000,0,623,Yes,0
212,1262131200,30/12/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,49465,AMERICAN,MEDIUM,CHRYSLER,7526,8256,11680,12813,8676,9530,12186,13031,0.935154631,?,?,NC,7800,0,834,Yes,0
213,1262131200,30/12/2009 10:00,OTHER,2008,CHRYSLER,GREY,AUTO,2,Covers,50699,AMERICAN,MEDIUM,CHRYSLER,7567,8163,11665,12282,8652,9237,12248,12956,0.945353504,?,?,NC,7200,0,920,Yes,0
214,1262131200,30/12/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,49536,AMERICAN,MEDIUM,CHRYSLER,6827,7406,11190,11847,7524,8277,10564,11431,0.924153617,?,?,NC,7200,0,693,Yes,0
215,1262131200,30/12/2009 10:00,OTHER,2008,CHEVROLET,SILVER,AUTO,2,Covers,48515,AMERICAN,COMPACT,GM,5754,6319,9559,10688,6594,7212,9900,11058,0.895279436,?,?,NC,5800,0,623,Yes,0
216,1262131200,30/12/2009 10:00,OTHER,2008,CHEVROLET,GREY,AUTO,2,Covers,50834,AMERICAN,COMPACT,GM,6695,7274,9752,10814,7307,7985,10182,11022,0.923788786,?,?,NC,6000,0,671,Yes,0
217,1262131200,30/12/2009 10:00,OTHER,2008,CHEVROLET,BEIGE,AUTO,2,Covers,48169,AMERICAN,MEDIUM,GM,7247,8396,11678,12667,8055,8986,11880,13007,0.913354348,?,?,NC,7500,0,623,Yes,0
218,1262131200,30/12/2009 10:00,OTHER,2008,SUZUKI,BEIGE,AUTO,2,Covers,49095,OTHER ASIAN,MEDIUM,OTHER,6202,6759,9513,10368,6617,7253,10089,10722,0.940962507,?,?,NC,5800,0,482,Yes,0
219,1262131200,30/12/2009 10:00,OTHER,2008,CHRYSLER,SILVER,AUTO,2,Covers,48350,AMERICAN,MEDIUM,CHRYSLER,6314,6885,10167,10768,7477,7987,10458,10960,0.95419708,?,?,NC,6200,0,975,Yes,0
220,1262131200,30/12/2009 10:00,OTHER,2008,CHEVROLET,GREY,AUTO,2,Covers,48070,AMERICAN,COMPACT,GM,5754,6319,9559,10688,6120,6631,9773,10508,0.930053293,?,?,NC,5800,0,623,Yes,0
